FullName,PlayerName,Affiliation,Champions League,League,League Nation,Jersey,Birth Date,Age,Height (meters),Position,Foot,Agent,Agent Yes/No,PlayerSponsor,Nationality,Nation/League,Continent,Games Played,2018/19 Games Played,Market Value (Euros),Accumulated Transfer Sums (Euros),Highest Market Value (Euros),Highest Market Value Date,Years Since Peak,NationalTeamCaps,MostRecentInjury
Ilkay Gundogan,Ilkay Gundogan,Man City,Yes,Premier League,England,#8,10/24/1990,29,1.80,Midfielder ,right,Relatives,Yes,adidas,Germany,No,UEFA,1,31,50000000,33350000,50000000,6/13/2019,0,36,NA
Carlos Soler Barragán,Carlos Soler,Valencia,Yes,LaLiga,Spain,#8,1/2/1997,22,1.80,Midfielder ,right,Promoesport,Yes,adidas,Spain,Yes,UEFA,0,31,50000000,0,50000000,6/11/2019,0,0,Muscle Injury: Return unknown
,Leon Goretzka,Bayern Munich,Yes,Bundesliga,Germany,#18,2/6/1995,24,1.89,Midfielder ,right,Jörg Neubauer,Yes,Other,Germany,Yes,UEFA,0,30,50000000,3250000,50000000,3/6/2019,0,24,NA
Sergio Roberto Carnicer,Sergi Roberto,FC Barcelona,Yes,LaLiga,Spain,#20,2/7/1992,27,1.78,Midfielder ,right,TACTIC GRUP - ...,Yes,Nike,Spain,Yes,UEFA,0,29,50000000,0,60000000,3/22/2018,1,7,"Yellow card suspension - LaLigauntil Nov 24, 2019"
Éder Gabriel Militao,Eder Militao,Real Madrid,Yes,LaLiga,Spain,#3,1/18/1998,21,1.86,Defender ,right,Hi Talent,Yes,adidas,Brazil,No,CONMEBOL,0,29,50000000,57000000,50000000,3/18/2019,0,6,NA
,Stefan de Vrij,Inter,Yes,Serie A,Italy,#6,2/5/1992,27,1.89,Defender ,right,SEG,Yes,Other,Netherlands,No,UEFA,0,28,50000000,7000000,50000000,6/6/2019,0,37,NA
Fabio Henrique Tavares,Fabinho,Liverpool,Yes,Premier League,England,#3,10/23/1993,26,1.88,Midfielder ,right,Gestifute,Yes,adidas,Brazil,No,CONMEBOL,1,28,50000000,51500000,50000000,6/13/2019,0,9,NA
,Marco Reus,Bor. Dortmund,Yes,Bundesliga,Germany,#11,5/31/1989,30,1.80,Midfielder ,right,SportsTotal,Yes,Puma,Germany,Yes,UEFA,5,27,50000000,18100000,50000000,7/10/2014,0,44,NA
Francisco Alcácer García,Paco Alcacer,Bor. Dortmund,Yes,Bundesliga,Germany,#9,8/30/1993,26,1.75,Forward ,right,Toldra Consulting ...,Yes,Nike,Spain,No,UEFA,5,26,50000000,53000000,50000000,10/2/2019,0,19,NA
Naby Deco Keita,Naby Keita,Liverpool,Yes,Premier League,England,#8,2/10/1995,24,1.72,Midfielder ,right,arena11 sports group,Yes,Nike,Guinea,No,CAF,0,25,50000000,91250000,65000000,4/4/2018,1,33,NA
Daniel Carvajal Ramos,Daniel Carvajal,Real Madrid,Yes,LaLiga,Spain,#2,1/11/1992,27,1.73,Defender ,right,Ginés Carvajal,Yes,Nike,Spain,Yes,UEFA,0,24,50000000,11500000,60000000,3/22/2018,1,24,NA
James David Rodríguez Rubio,James Rodriguez,Real Madrid,Yes,LaLiga,Spain,#16,7/12/1991,28,1.81,Midfielder ,left,Gestifute,Yes,adidas,Colombia,No,CONMEBOL,1,20,50000000,140630000,80000000,7/1/2015,4,76,"Medial Collateral Ligament Injury: Return expected on Dec 16, 2019"
Álvaro Borja Morata Martín,Alvaro Morata,Atletico Madrid,Yes,LaLiga,Spain,#9,10/23/1992,27,1.87,Forward ,right,Juanma López y ...,Yes,Other,Spain,Yes,UEFA,5,16,50000000,179000000,65000000,1/2/2018,1,33,NA
Duván Esteban Zapata Banguero,Duvan Zapata,Atalanta,Yes,Serie A,Italy,#91,4/1/1991,28,1.89,Forward ,right,"Villarreal, Schena ...",Yes,Other,Colombia,No,CONMEBOL,6,37,45000000,41560000,45000000,10/8/2019,0,16,NA
,Houssem Aouar,Olympique Lyon,Yes,Ligue 1,France,#8,6/30/1998,21,1.75,Midfielder ,right,Mondial Promotion,Yes,adidas,France,Yes,UEFA,1,37,45000000,0,45000000,6/3/2019,0,14,NA
James Daniel Maddison,James Maddison,Leicester,No,Premier League,England,#10,11/23/1996,22,1.75,Midfielder ,right,Base Soccer Agency ...,Yes,Puma,England,Yes,UEFA,4,36,45000000,27650000,45000000,9/12/2019,0,0,NA
,Memphis Depay,Olympique Lyon,Yes,Ligue 1,France,#11,2/13/1994,25,1.76,Forward ,right,SEG,Yes,Other,Netherlands,No,UEFA,7,36,45000000,50000000,50000000,12/17/2018,1,51,NA
Felipe Anderson Pereira Gomes,Felipe Anderson,West Ham,No,Premier League,England,#8,4/15/1993,26,1.75,Forward ,right,Bertolucci Sports,Yes,adidas,Brazil,No,CONMEBOL,0,36,45000000,38500000,45000000,9/12/2019,0,1,NA
Matteo Elias Kenzo Guendouzi Olié,Matteo Guendouzi,Arsenal,No,Premier League,England,#29,4/14/1999,20,1.84,Midfielder ,right,NABE M&C,Yes,adidas,France,No,UEFA,0,33,45000000,8000000,45000000,9/12/2019,0,0,NA
Florian Tristan Mariano Thauvin,Florian Thauvin,Marseille,No,Ligue 1,France,#26,1/26/1993,26,1.79,Forward ,left,NA,No,adidas,France,Yes,UEFA,0,33,45000000,44850000,50000000,6/4/2018,1,10,Arthroscopie: Return unknown
Alex Sandro Lobo Silva,Alex Sandro,Juventus,Yes,Serie A,Italy,#12,1/26/1991,28,1.81,Defender ,left,NA,No,Nike,Brazil,No,CONMEBOL,0,31,45000000,37800000,50000000,3/24/2018,1,21,NA
David Neres Campos,David Neres,Ajax,Yes,Eredivisie,Netherlands,#7,3/3/1997,22,1.76,Forward ,left,Bertolucci Sports,Yes,Nike,Brazil,No,CONMEBOL,6,29,45000000,12000000,45000000,6/12/2019,0,7,"Knee Injury: Return expected on Jan 1, 2020"
,Sebastien Haller,West Ham,No,Premier League,England,#22,6/22/1994,25,1.90,Forward ,right,management 360,Yes,Other,France,No,UEFA,4,29,45000000,47750000,45000000,9/12/2019,0,20,NA
,Federico Bernardeschi,Juventus,Yes,Serie A,Italy,#33,2/16/1994,25,1.83,Forward ,left,AGB Sport Management,Yes,Other,Italy,Yes,UEFA,0,28,45000000,40000000,45000000,10/12/2018,0,24,NA
,Ibrahima Konate,RB Leipzig,Yes,Bundesliga,Germany,#6,5/25/1999,20,1.93,Defender ,right,BS & PARTNERS,Yes,Other,France,No,UEFA,0,28,45000000,0,45000000,6/5/2019,0,9,Torn Muscle Fibre: Return unknown
,Konstantinos Manolas,SSC Napoli,Yes,Serie A,Italy,#44,6/14/1991,28,1.89,Defender ,right,Mino Raiola,Yes,Nike,Greece,No,UEFA,2,27,45000000,51050000,45000000,12/20/2018,0,42,NA
Daniel Ceballos Fernández,Dani Ceballos,Arsenal,No,Premier League,England,#8,8/7/1996,23,1.79,Midfielder ,right,Bahía Internacional,Yes,Nike,Spain,No,UEFA,0,23,45000000,16500000,45000000,9/12/2019,0,9,NA
,Youri Tielemans,Leicester,No,Premier League,England,#8,5/7/1997,22,1.76,Midfielder ,right,Let's Play,Yes,Nike,Belgium,No,UEFA,3,20,45000000,71200000,45000000,9/12/2019,0,28,NA
,Samuel Umtiti,FC Barcelona,Yes,LaLiga,Spain,#23,11/14/1993,26,1.82,Defender ,left,AC Talent,Yes,Puma,France,No,UEFA,0,14,45000000,25000000,70000000,7/16/2018,1,31,NA
Jordan Lee Pickford,Jordan Pickford,Everton,No,Premier League,England,#1,3/7/1994,25,1.85,Goalkeeper,left,Stellar Football Ltd,Yes,Nike,England,Yes,UEFA,18,38,40000000,28500000,40000000,12/19/2018,0,23,NA
,Ciro Immobile,Lazio,No,Serie A,Italy,#17,2/20/1990,29,1.85,Forward ,right,Gea World S.p.A.,Yes,adidas,Italy,Yes,UEFA,14,36,40000000,57630000,50000000,6/7/2018,1,38,NA
,Karim Benzema,Real Madrid,Yes,LaLiga,Spain,#9,12/19/1987,31,1.84,Forward ,both,Best of You,Yes,adidas,France,No,UEFA,9,36,40000000,35000000,60000000,2/22/2016,3,81,NA
Piotr Sebastian Zielinski,Piotr Zielinski,SSC Napoli,Yes,Serie A,Italy,#20,5/20/1994,25,1.80,Midfielder ,both,BMG-SPORT,Yes,Nike,Poland,No,UEFA,0,36,40000000,15700000,40000000,10/12/2018,0,51,NA
,Aaron Wan-Bissaka,Man Utd,No,Premier League,England,#29,11/26/1997,21,1.83,Defender ,right,Unique Sports ...,Yes,adidas,England,Yes,UEFA,0,35,40000000,55000000,40000000,9/12/2019,0,0,NA
,Wissam Ben Yedder,Monaco,No,Ligue 1,France,#9,8/12/1990,29,1.70,Forward ,right,Meissa N'diaye,Yes,Other,France,Yes,UEFA,9,35,40000000,49500000,40000000,6/11/2019,0,6,NA
Arkadiusz Krystian Milik,Arkadiusz Milik,SSC Napoli,Yes,Serie A,Italy,#99,2/28/1994,25,1.86,Forward ,left,F-MG.com,Yes,Nike,Poland,No,UEFA,5,35,40000000,37630000,40000000,6/6/2019,0,49,Muscle Fatigue: Return unknown
Maximiliano Gómez González,Maxi Gomez,Valencia,Yes,LaLiga,Spain,#22,8/14/1996,23,1.86,Forward ,right,Stellar Football Ltd,Yes,Other,Uruguay,No,CONMEBOL,5,35,40000000,18500000,40000000,6/11/2019,0,17,NA
Tobias Albertine Maurits Alderweireld,Toby Alderweireld,Spurs,Yes,Premier League,England,#4,3/2/1989,30,1.86,Defender ,right,Stirr Associates,Yes,Nike,Belgium,No,UEFA,0,34,40000000,23000000,40000000,3/23/2018,0,98,NA
Jonathan Glao Tah,Jonathan Tah,Bay. Leverkusen,Yes,Bundesliga,Germany,#4,2/11/1996,23,1.95,Defender ,right,CN Sports,Yes,Other,Germany,Yes,UEFA,0,33,40000000,7500000,40000000,8/22/2018,0,9,NA
Pablo Sarabia García,Pablo Sarabia,Paris SG,Yes,Ligue 1,France,#19,5/11/1992,27,1.78,Forward ,left,Samii ...,Yes,Nike,Spain,No,UEFA,1,33,40000000,22000000,40000000,12/21/2018,0,3,NA
Lucas Rodrigues Moura da Silva,Lucas Moura,Spurs,Yes,Premier League,England,#27,8/13/1992,27,1.72,Forward ,right,4comM,Yes,adidas,Brazil,No,CONMEBOL,1,32,40000000,68400000,40000000,6/13/2019,0,35,NA
,Thomas Lemar,Atletico Madrid,Yes,LaLiga,Spain,#11,11/12/1995,24,1.71,Forward ,left,NA,No,adidas,France,No,UEFA,0,31,40000000,74000000,70000000,7/16/2018,1,20,NA
Ángel Fabián Di María,Angel Di Maria,Paris SG,Yes,Ligue 1,France,#11,2/14/1988,31,1.80,Forward ,left,Gestifute,Yes,adidas,Argentina,No,CONMEBOL,5,30,40000000,179000000,65000000,10/5/2014,5,99,NA
,Ferland Mendy,Real Madrid,Yes,LaLiga,Spain,#23,6/8/1995,24,1.80,Defender ,left,FS Management,Yes,Other,France,No,UEFA,0,30,40000000,53000000,40000000,9/10/2019,0,4,NA
Hirving Rodrigo Lozano Bahena,Hirving Lozano,SSC Napoli,Yes,Serie A,Italy,#11,7/30/1995,24,1.75,Forward ,right,NA,No,Nike,Mexico,No,CONCACAF,1,30,40000000,50500000,40000000,10/4/2018,0,35,NA
,Hakim Ziyech,Ajax,Yes,Eredivisie,Netherlands,#22,3/19/1993,26,1.81,Forward ,left,Nakhli Mondial,Yes,Nike,Morocco,No,CAF,5,29,40000000,14500000,40000000,6/12/2019,0,23,NA
,Granit Xhaka,Arsenal,No,Premier League,England,#34,9/27/1992,27,1.86,Midfielder ,left,Signature - ISCM AG,Yes,Other,Switzerland,No,UEFA,0,29,40000000,53500000,50000000,12/19/2018,1,82,NA
Leon Patrick Bailey Butler,Leon Bailey,Bay. Leverkusen,Yes,Bundesliga,Germany,#9,8/9/1997,22,1.78,Forward ,left,Phoenix Sports ...,Yes,Nike,Jamaica,No,CONCACAF,1,29,40000000,14900000,45000000,4/4/2018,1,6,"Red card suspension - Bundesligauntil Nov 25, 2019"
Ante Rebic,Ante Rebic,AC Milan,No,Serie A,Italy,#18,9/21/1993,26,1.85,Forward ,right,LIAN SPORTS,Yes,Other,Croatia,No,UEFA,0,28,40000000,7100000,40000000,6/5/2019,0,33,NA
Aaron James Ramsey,Aaron Ramsey,Juventus,Yes,Serie A,Italy,#8,12/26/1990,28,1.82,Midfielder ,both,Avid Sports Group,Yes,Other,Wales,No,UEFA,1,28,40000000,6400000,45000000,5/28/2018,1,58,NA
,Nicolo Zaniolo,AS Roma,No,Serie A,Italy,#22,7/2/1999,20,1.90,Midfielder ,left,Vigo Global Sport ...,Yes,Other,Italy,Yes,UEFA,3,27,40000000,6300000,40000000,2/26/2019,0,5,NA
Lautaro Javier Martínez,Lautaro Martinez,Inter,Yes,Serie A,Italy,#10,8/22/1997,22,1.74,Forward ,right,Relatives,Yes,Other,Argentina,No,CONMEBOL,5,27,40000000,25000000,40000000,10/8/2019,0,18,NA
Jesse Ellis Lingard,Jesse Lingard,Man Utd,No,Premier League,England,#14,12/15/1992,26,1.74,Forward ,right,NA,No,adidas,England,Yes,UEFA,0,27,40000000,0,40000000,7/16/2018,0,24,NA
Nélson Cabral Semedo,Nelson Semedo,FC Barcelona,Yes,LaLiga,Spain,#2,11/16/1993,26,1.77,Defender ,right,Gestifute,Yes,Nike,Portugal,No,UEFA,0,26,40000000,35700000,40000000,2/28/2019,0,14,"Muscle Injury: Return expected on Dec 10, 2019"
Harry Billy Winks,Harry Winks,Spurs,Yes,Premier League,England,#8,2/2/1996,23,1.78,Midfielder ,right,Relatives,Yes,adidas,England,Yes,UEFA,0,26,40000000,0,40000000,9/12/2019,0,4,NA
Gonçalo Manuel Ganchinho Guedes,Goncalo Guedes,Valencia,Yes,LaLiga,Spain,#7,11/29/1996,22,1.79,Forward ,right,Gestifute,Yes,Nike,Portugal,No,UEFA,0,25,40000000,70000000,40000000,1/1/2018,0,22,Sprained ankle: Return unknown
,Lorenzo Pellegrini,AS Roma,No,Serie A,Italy,#7,6/19/1996,23,1.86,Midfielder ,both,GP Soccer and ...,Yes,Nike,Italy,Yes,UEFA,0,25,40000000,11250000,40000000,10/8/2019,0,12,NA
Manuel Obafemi Akanji,Manuel Akanji,Bor. Dortmund,Yes,Bundesliga,Germany,#16,7/19/1995,24,1.86,Defender ,right,IFM,Yes,Nike,Switzerland,No,UEFA,0,25,40000000,22200000,40000000,12/18/2018,0,22,NA
Édinson Roberto Cavani Gómez,Edinson Cavani,Paris SG,Yes,Ligue 1,France,#9,2/14/1987,32,1.84,Forward ,right,NA,No,Nike,Uruguay,No,CONMEBOL,2,21,40000000,86500000,60000000,7/22/2013,6,116,NA
Héctor Bellerín Moruno,Hector Bellerin,Arsenal,No,Premier League,England,#2,3/19/1995,24,1.78,Defender ,right,Goal Management,Yes,Puma,Spain,No,UEFA,0,19,40000000,500000,40000000,3/23/2018,0,3,NA
Krzysztof Piatek,Krzysztof Piatek,AC Milan,No,Serie A,Italy,#9,7/1/1995,24,1.83,Forward ,right,Fabryka Futbolu,Yes,adidas,Poland,No,UEFA,3,18,40000000,43210000,40000000,3/1/2019,0,10,NA
Dayotchanculle Oswald Upamecano,Dayot Upamecano,RB Leipzig,Yes,Bundesliga,Germany,#5,10/27/1998,21,1.86,Defender ,right,SportsTotal,Yes,Other,France,No,UEFA,0,15,40000000,12200000,40000000,10/2/2019,0,13,NA
Malcom Filipe Silva de Oliveira,Malcom,Zenit S-Pb,Yes,Premier Liga,Russia,#8,2/26/1997,22,1.71,Forward ,left,Elenko Sports Ltda.,Yes,Other,Brazil,No,CONMEBOL,0,15,40000000,86000000,45000000,3/20/2018,1,0,"Hip problems: Return expected on Dec 23, 2019"
Moise Bioty Kean,Moise Kean,Everton,No,Premier League,England,#27,2/28/2000,19,1.83,Forward ,right,Mino Raiola,Yes,adidas,Italy,No,UEFA,0,13,40000000,27500000,40000000,6/6/2019,0,3,NA
Rodrygo Silva de Goes,Rodrygo,Real Madrid,Yes,LaLiga,Spain,#27,1/9/2001,18,1.74,Forward ,right,Un1que football,Yes,Nike,Brazil,No,CONMEBOL,2,4,40000000,45000000,40000000,2/18/2019,0,2,NA
,Corentin Tolisso,Bayern Munich,Yes,Bundesliga,Germany,#24,8/3/1994,25,1.81,Midfielder ,right,Frederic Guerra,Yes,Other,France,No,UEFA,0,2,40000000,41500000,45000000,7/16/2018,1,21,NA
,Filip Kostic,E. Frankfurt,No,Bundesliga,Germany,#10,11/1/1992,27,1.84,Midfielder ,left,LIAN SPORTS,Yes,Nike,Serbia,No,UEFA,1,34,38000000,27850000,38000000,10/2/2019,0,32,NA
Thorgan Ganael Francis Hazard,Thorgan Hazard,Bor. Dortmund,Yes,Bundesliga,Germany,#23,3/29/1993,26,1.74,Forward ,right,Relatives,Yes,Nike,Belgium,No,UEFA,1,33,38000000,35500000,45000000,3/6/2019,0,26,NA
Andrej Kramaric,Andrej Kramaric,TSG Hoffenheim,No,Bundesliga,Germany,#27,6/19/1991,28,1.77,Forward ,right,P&P Sport ...,Yes,adidas,Croatia,No,UEFA,2,30,38000000,21200000,38000000,6/5/2019,0,46,Knee Problems: Return unknown
Douglas Costa de Souza,Douglas Costa,Juventus,Yes,Serie A,Italy,#11,9/14/1990,29,1.72,Forward ,left,not clarified,Yes,Other,Brazil,No,CONMEBOL,0,17,38000000,84000000,55000000,6/7/2018,1,31,NA
,Nicolo Barella,Inter,Yes,Serie A,Italy,#23,2/7/1997,22,1.72,Midfielder ,right,NA,No,Other,Italy,Yes,UEFA,1,35,36000000,37000000,36000000,6/6/2019,0,12,NA
Nathan Benjamin Aké,Nathan Ake,Bournemouth,No,Premier League,England,#5,2/18/1995,24,1.80,Defender ,left,Key Sports ...,Yes,Nike,Netherlands,No,UEFA,1,38,35000000,23600000,35000000,9/12/2019,0,11,NA
César Azpilicueta Tanco,Cesar Azpilicueta,Chelsea,Yes,Premier League,England,#28,8/28/1989,30,1.78,Defender ,right,Relatives,Yes,adidas,Spain,No,UEFA,0,38,35000000,14800000,40000000,3/23/2018,1,25,NA
Gylfi Þór Sigurðsson,Gylfi Sigurdsson,Everton,No,Premier League,England,#10,9/8/1989,30,1.86,Midfielder ,right,Stellar Football Ltd,Yes,Other,Iceland,No,UEFA,1,38,35000000,75200000,35000000,6/13/2019,0,74,NA
Onyinye Wilfred Ndidi,Wilfred Ndidi,Leicester,No,Premier League,England,#25,12/16/1996,22,1.83,Midfielder ,right,firsteleven ISM,Yes,Nike,Nigeria,No,CAF,2,38,35000000,17780000,35000000,10/17/2018,0,34,NA
Raúl Alonso Jiménez Rodríguez,Raul Jimenez,Wolves,No,Premier League,England,#9,5/5/1991,28,1.88,Forward ,right,SHINE Entertainment ...,Yes,Nike,Mexico,No,CONCACAF,5,38,35000000,73500000,35000000,6/13/2019,0,79,NA
,Andrea Belotti,Torino,No,Serie A,Italy,#9,12/20/1993,25,1.81,Forward ,right,NA,No,adidas,Italy,Yes,UEFA,7,37,35000000,14400000,40000000,12/29/2017,2,27,NA
Ángel Martín Correa Martínez,Angel Correa,Atletico Madrid,Yes,LaLiga,Spain,#10,3/9/1995,24,1.71,Forward ,right,Augustin Jimenez,Yes,Other,Argentina,No,CONMEBOL,1,36,35000000,7500000,35000000,12/21/2018,0,12,NA
Benjamin James Chilwell,Ben Chilwell,Leicester,No,Premier League,England,#3,12/21/1996,22,1.78,Defender ,left,Stellar Football Ltd,Yes,Nike,England,Yes,UEFA,1,36,35000000,0,35000000,6/13/2019,0,9,NA
Mason Tony Mount,Mason Mount,Chelsea,Yes,Premier League,England,#19,1/10/1999,20,1.78,Midfielder ,right,Stellar Football Ltd,Yes,Nike,England,Yes,UEFA,4,35,35000000,0,35000000,9/12/2019,0,4,NA
Gerard Piqué i Bernabeu,Gerard Pique,FC Barcelona,Yes,LaLiga,Spain,#3,2/2/1987,32,1.92,Defender ,right,AC Talent,Yes,Nike,Spain,Yes,UEFA,1,35,35000000,10250000,50000000,3/22/2018,1,103,"Yellow card suspension - UEFA Champions Leagueuntil Nov 28, 2019"
Kouassi Ryan Sessègnon,Ryan Sessegnon,Spurs,Yes,Premier League,England,#19,5/18/2000,19,1.78,Midfielder ,left,Unique Sports ...,Yes,Nike,England,Yes,UEFA,0,35,35000000,27000000,35000000,8/13/2018,0,10,NA
Ivan Rakitic,Ivan Rakitic,FC Barcelona,Yes,LaLiga,Spain,#4,3/10/1988,31,1.84,Midfielder ,right,AC Talent,Yes,adidas,Croatia,No,UEFA,0,34,35000000,25500000,70000000,10/31/2018,1,106,Achilles tendon problems: Return unknown
,Kevin Volland,Bay. Leverkusen,Yes,Bundesliga,Germany,#31,7/30/1992,27,1.79,Forward ,left,PRO Profil GmbH,Yes,Nike,Germany,Yes,UEFA,5,34,35000000,20700000,35000000,10/2/2019,0,10,NA
,Andre Onana,Ajax,Yes,Eredivisie,Netherlands,#24,4/2/1996,23,1.90,Goalkeeper,right,Goal Management,Yes,adidas,Cameroon,No,CAF,9,33,35000000,150000,35000000,3/13/2019,0,15,NA
Alex Nicolao Telles,Alex Telles,FC Porto,No,Liga NOS,Portugal,#13,12/15/1992,26,1.81,Defender ,left,Relatives,Yes,Other,Brazil,No,CONMEBOL,3,33,35000000,14330000,35000000,6/7/2019,0,1,NA
Steven Charles Bergwijn,Steven Bergwijn,PSV Eindhoven,No,Eredivisie,Netherlands,#10,10/8/1997,22,1.78,Forward ,right,Muy Manero,Yes,adidas,Netherlands,Yes,UEFA,2,33,35000000,120000,35000000,6/12/2019,0,9,Knock: Return unknown
Issa Laye Lucas Jean Diop,Issa Diop,West Ham,No,Premier League,England,#23,1/9/1997,22,1.94,Defender ,right,firsteleven ISM,Yes,adidas,France,No,UEFA,0,33,35000000,25000000,35000000,6/13/2019,0,6,NA
Diogo José Teixeira da Silva,Diogo Jota,Wolves,No,Premier League,England,#18,12/4/1996,22,1.78,Forward ,right,Gestifute,Yes,adidas,Portugal,No,UEFA,1,33,35000000,21200000,35000000,6/13/2019,0,1,NA
,Thomas Muller,Bayern Munich,Yes,Bundesliga,Germany,#25,9/13/1989,30,1.86,Forward ,right,Kögl & Partner GmbH,Yes,adidas,Germany,Yes,UEFA,0,32,35000000,0,75000000,10/16/2015,4,100,NA
Mateo Kovacic,Mateo Kovacic,Chelsea,Yes,Premier League,England,#17,5/6/1994,25,1.77,Midfielder ,right,Relatives,Yes,Nike,Croatia,No,UEFA,0,32,35000000,94000000,35000000,12/19/2018,0,55,NA
Willian Borges da Silva,Willian,Chelsea,Yes,Premier League,England,#10,8/9/1988,31,1.75,Forward ,right,Sports Invest UK ltd,Yes,Nike,Brazil,No,CONMEBOL,2,32,35000000,84500000,50000000,8/13/2018,1,69,NA
Jordan Brian Henderson,Jordan Henderson,Liverpool,Yes,Premier League,England,#14,6/17/1990,29,1.87,Midfielder ,right,NA,No,Other,England,Yes,UEFA,1,32,35000000,18000000,35000000,6/13/2019,0,55,NA
Yussuf Yurary Poulsen,Yussuf Poulsen,RB Leipzig,Yes,Bundesliga,Germany,#9,6/15/1994,25,1.93,Forward ,right,PEP Consulting,Yes,Nike,Denmark,No,UEFA,2,31,35000000,1550000,35000000,6/5/2019,0,43,NA
,Tiemoue Bakayoko,Monaco,No,Ligue 1,France,#6,8/17/1994,25,1.89,Midfielder ,right,ROGON,Yes,Other,France,Yes,UEFA,0,31,35000000,53800000,40000000,1/2/2018,1,1,Sprained Ankle: Return unknown
,Julian Draxler,Paris SG,Yes,Ligue 1,France,#23,9/20/1993,26,1.87,Midfielder ,right,ROGON,Yes,adidas,Germany,No,UEFA,0,31,35000000,79000000,40000000,1/24/2018,1,51,NA
Rodrigo Bentancur Colmán,Rodrigo Bentancur,Juventus,Yes,Serie A,Italy,#30,6/25/1997,22,1.87,Midfielder ,right,Back Sports S.A.,Yes,adidas,Uruguay,No,CONMEBOL,0,31,35000000,12500000,35000000,12/20/2018,0,29,NA
Victor Jörgen Nilsson-Lindelöf,Victor Lindelof,Man Utd,No,Premier League,England,#2,7/17/1994,25,1.87,Defender ,right,HCM Sports ...,Yes,Other,Sweden,No,UEFA,0,30,35000000,38060000,35000000,3/5/2019,0,33,NA
,Benjamin Pavard,Bayern Munich,Yes,Bundesliga,Germany,#5,3/28/1996,23,1.86,Defender ,right,Carmenta,Yes,adidas,France,No,UEFA,2,29,35000000,40000000,40000000,7/16/2018,1,25,NA
Abdou-Lakhad Diallo,Abdou Diallo,Paris SG,Yes,Ligue 1,France,#22,5/4/1996,23,1.87,Defender ,left,Classico Sports ...,Yes,Other,France,Yes,UEFA,0,28,35000000,65000000,35000000,6/5/2019,0,16,NA
Wojciech Tomasz Szczesny,Wojciech Szczesny,Juventus,Yes,Serie A,Italy,#1,4/18/1990,29,1.96,Goalkeeper,right,Stellar Football Ltd,Yes,Nike,Poland,No,UEFA,6,28,35000000,14050000,35000000,6/6/2019,0,46,NA
Joelinton Cassio Apolinário de Lira,Joelinton,Newcastle,No,Premier League,England,#9,8/14/1996,23,1.86,Forward ,right,ROGON,Yes,Other,Brazil,No,CONMEBOL,1,28,35000000,46800000,35000000,3/6/2019,0,4,NA
Kieran John Trippier,Kieran Trippier,Atletico Madrid,Yes,LaLiga,Spain,#23,9/19/1990,29,1.73,Defender ,right,Stellar Football Ltd,Yes,Nike,England,No,UEFA,0,27,35000000,26900000,35000000,10/17/2018,0,19,NA
,Matthias Ginter,Bor. M'gladbach,No,Bundesliga,Germany,#28,1/19/1994,25,1.91,Defender ,right,ISMG International,Yes,Other,Germany,Yes,UEFA,0,27,35000000,27000000,35000000,12/18/2018,0,28,NA
,Thilo Kehrer,Paris SG,Yes,Ligue 1,France,#4,9/21/1996,23,1.86,Defender ,right,ROGON,Yes,Nike,Germany,No,UEFA,0,27,35000000,37000000,35000000,12/17/2018,0,7,Foot Injury: Return unknown
,Cengiz under,AS Roma,No,Serie A,Italy,#17,7/14/1997,22,1.73,Forward ,left,LIAN SPORTS,Yes,Nike,Turkey,No,UEFA,1,26,35000000,19050000,35000000,12/20/2018,0,20,NA
Joel André Matip Job,Joel Matip,Liverpool,Yes,Premier League,England,#32,8/8/1991,28,1.95,Defender ,right,ASBW Sport Marketing,Yes,adidas,Cameroon,No,CAF,1,22,35000000,0,35000000,9/12/2019,0,27,"Knee Injury: Return expected on Nov 30, 2019"
Mats Julian Hummels,Mats Hummels,Bor. Dortmund,Yes,Bundesliga,Germany,#15,12/16/1988,30,1.91,Defender ,right,HMH Sportmanagement,Yes,adidas,Germany,Yes,UEFA,0,21,35000000,69700000,60000000,4/4/2018,1,70,NA
Alexis Alejandro Sánchez Sánchez,Alexis Sanchez,Inter,Yes,Serie A,Italy,#7,12/19/1988,30,1.68,Forward ,right,Fernando Felicevich,Yes,Other,Chile,No,CONMEBOL,1,20,35000000,106650000,70000000,1/2/2018,1,131,"Peroneus tendon injury: Return expected on Jan 15, 2020"
,Stefan Savic,Atletico Madrid,Yes,LaLiga,Spain,#15,1/8/1991,28,1.87,Defender ,right,Zarko Pelicic,Yes,Other,Montenegro,No,UEFA,0,18,35000000,37300000,40000000,5/30/2018,1,50,Muscle Injury: Return unknown
Joseph Dave Gomez,Joe Gomez,Liverpool,Yes,Premier League,England,#12,5/23/1997,22,1.88,Defender ,right,Key Sports ...,Yes,Nike,England,Yes,UEFA,0,16,35000000,4900000,35000000,12/19/2018,0,7,NA
Gonzalo Gerardo Higuaín,Gonzalo Higuain,Juventus,Yes,Serie A,Italy,#21,12/10/1987,31,1.84,Forward ,right,Relatives,Yes,Nike,Argentina,No,CONMEBOL,2,15,35000000,159000000,75000000,10/14/2016,3,75,NA
Adrien Rabiot-Provost,Adrien Rabiot,Juventus,Yes,Serie A,Italy,#25,4/3/1995,24,1.88,Midfielder ,left,Relatives,Yes,adidas,France,No,UEFA,0,14,35000000,0,50000000,6/4/2018,1,6,NA
